"日期","国家","应用","渠道","版本","注册用户","广告场景","曝光人数","曝光次数","广告收益","点击次数"
2026-06-01,gh,RM06B,facebook,"1.3.6",138,xzcp,39,178,1.3728000000,67
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,ALL,47,393,2.7354000000,220
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,bkcp,18,21,0.2056000000,5
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,cl_open,35,39,0.7950500000,39
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,ho_open,32,113,0.5761500000,56
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,ngdcp,23,23,0.1480500000,23
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,searcp,23,28,0.2156000000,26
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,skpcp,11,26,0.1116000000,13
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,splcp,30,62,0.2453500000,15
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.5",63,xzcp,15,59,0.3302500000,24
2026-06-01,gt,RM06B,facebook,"1.3.5",241,ALL,201,1385,17.5113500000,676
2026-06-01,gt,RM06B,facebook,"1.3.5",241,albcp,26,29,0.1593000000,10
2026-06-01,gt,RM06B,facebook,"1.3.5",241,bkcp,49,53,0.4920500000,20
2026-06-01,gt,RM06B,facebook,"1.3.5",241,cl_open,140,156,6.2604000000,131
2026-06-01,gt,RM06B,facebook,"1.3.5",241,cscp,15,15,0.0364500000,23
2026-06-01,gt,RM06B,facebook,"1.3.5",241,ho_open,138,361,4.0777000000,171
2026-06-01,gt,RM06B,facebook,"1.3.5",241,ngdcp,112,115,2.0407500000,99
2026-06-01,gt,RM06B,facebook,"1.3.5",241,offlcp,11,11,0.1093500000,4
2026-06-01,gt,RM06B,facebook,"1.3.5",241,searcp,76,95,1.0904000000,44
2026-06-01,gt,RM06B,facebook,"1.3.5",241,skpcp,38,79,0.3099500000,19
2026-06-01,gt,RM06B,facebook,"1.3.5",241,splcp,121,199,1.7114000000,68
2026-06-01,gt,RM06B,facebook,"1.3.5",241,xzcp,57,256,1.0422000000,82
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.6",54,ALL,37,304,2.6629500000,136
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.6",54,bkcp,12,14,0.0250000000,2
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.6",54,cl_open,27,29,0.6707500000,25
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.6",54,ho_open,26,95,0.8319500000,29
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.6",54,ngdcp,24,26,0.2796000000,11
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.6",54,searcp,20,26,0.1488500000,16
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.6",54,splcp,26,45,0.3740000000,26
2026-06-01,gt,RM06B,Google Ads ACI,"1.3.6",54,xzcp,18,43,0.1750000000,21
2026-06-01,gt,RM06B,facebook,"1.3.6",259,ALL,233,1525,22.2082000000,704
2026-06-01,gt,RM06B,facebook,"1.3.6",259,albcp,31,34,0.4505000000,15
2026-06-01,gt,RM06B,facebook,"1.3.6",259,bkcp,46,50,0.2516500000,16
2026-06-01,gt,RM06B,facebook,"1.3.6",259,cl_open,170,196,7.1531000000,162
2026-06-01,gt,RM06B,facebook,"1.3.6",259,cscp,21,26,0.0349000000,5
2026-06-01,gt,RM06B,facebook,"1.3.6",259,ho_open,145,438,5.9121500000,159
2026-06-01,gt,RM06B,facebook,"1.3.6",259,ngdcp,128,134,2.3816500000,89
2026-06-01,gt,RM06B,facebook,"1.3.6",259,offlcp,13,15,0.0795500000,2
2026-06-01,gt,RM06B,facebook,"1.3.6",259,searcp,73,96,0.9379500000,37
2026-06-01,gt,RM06B,facebook,"1.3.6",259,skpcp,37,89,0.5404500000,29
2026-06-01,gt,RM06B,facebook,"1.3.6",259,splcp,145,223,2.8023000000,95
2026-06-01,gt,RM06B,facebook,"1.3.6",259,xzcp,67,207,1.4807000000,84
2026-06-01,hk,RM08,facebook,"1.2.4",75,ALL,72,536,22.3914287204,151
2026-06-01,hk,RM08,facebook,"1.2.4",75,ccopen,61,70,7.5302438473,43
2026-06-01,hk,RM08,facebook,"1.2.4",75,hhopen,47,126,5.8454091305,27
2026-06-01,hk,RM08,facebook,"1.2.4",75,insabb,15,19,0.5314265978,2
2026-06-01,hk,RM08,facebook,"1.2.4",75,insback,18,20,0.4136629118,4
2026-06-01,hk,RM08,facebook,"1.2.4",75,inscon,17,35,0.4767536608,5
2026-06-01,hk,RM08,facebook,"1.2.4",75,insdown,17,143,1.5465623975,35
2026-06-01,hk,RM08,facebook,"1.2.4",75,insnewgd,48,49,3.8823361760,14
2026-06-01,hk,RM08,facebook,"1.2.4",75,inssec,22,31,0.9439480152,12
2026-06-01,hn,RM06B,facebook,"1.3.5",248,ALL,214,1178,14.0834500000,621
2026-06-01,hn,RM06B,facebook,"1.3.5",248,albcp,22,22,0.1639500000,11
2026-06-01,hn,RM06B,facebook,"1.3.5",248,bkcp,33,37,0.1466500000,7
2026-06-01,hn,RM06B,facebook,"1.3.5",248,cl_open,147,167,4.9917500000,129
2026-06-01,hn,RM06B,facebook,"1.3.5",248,cscp,11,12,0.0571500000,4
2026-06-01,hn,RM06B,facebook,"1.3.5",248,ho_open,134,298,3.4000500000,144
2026-06-01,hn,RM06B,facebook,"1.3.5",248,ngdcp,111,115,1.7222000000,93
2026-06-01,hn,RM06B,facebook,"1.3.5",248,searcp,61,73,0.9670000000,45
2026-06-01,hn,RM06B,facebook,"1.3.5",248,skpcp,25,72,0.2580000000,44
2026-06-01,hn,RM06B,facebook,"1.3.5",248,splcp,103,166,1.2923000000,73
2026-06-01,hn,RM06B,facebook,"1.3.5",248,xzcp,48,195,0.9288000000,62
2026-06-01,hn,RM06B,facebook,"1.3.6",220,ALL,188,933,13.8306000000,543
2026-06-01,hn,RM06B,facebook,"1.3.6",220,albcp,15,15,0.2174500000,10
2026-06-01,hn,RM06B,facebook,"1.3.6",220,bkcp,30,31,0.1049500000,5
2026-06-01,hn,RM06B,facebook,"1.3.6",220,cl_open,133,156,4.7000000000,152
2026-06-01,hn,RM06B,facebook,"1.3.6",220,ho_open,115,254,3.7410500000,151
2026-06-01,hn,RM06B,facebook,"1.3.6",220,ngdcp,93,98,1.4886000000,79
2026-06-01,hn,RM06B,facebook,"1.3.6",220,searcp,45,52,0.5857000000,32
2026-06-01,hn,RM06B,facebook,"1.3.6",220,skpcp,27,51,0.5602000000,11
2026-06-01,hn,RM06B,facebook,"1.3.6",220,splcp,107,130,1.7983000000,58
2026-06-01,hn,RM06B,facebook,"1.3.6",220,xzcp,50,122,0.4362000000,36
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,ALL,690,4804,28.0920500000,2765
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,albcp,95,103,0.5746000000,74
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,bkcp,177,216,0.7459500000,99
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,cl_open,402,503,6.6877500000,423
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,cscp,71,99,0.3371000000,39
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,ho_open,404,1200,6.6011000000,686
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,ngdcp,310,320,3.0411000000,277
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,offlcp,43,44,0.1623000000,18
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,searcp,296,370,2.1803500000,247
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,secp,17,18,0.1382500000,25
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,skpcp,54,104,0.5736000000,54
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,splcp,378,700,3.0602500000,344
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,stccp,21,21,0.2032500000,19
2026-06-01,id,RM06B,Google Ads ACI,"1.3.5",840,xzcp,233,1082,3.5919000000,442
2026-06-01,id,RM06B,facebook,"1.3.5",161,ALL,125,797,8.1279500000,529
2026-06-01,id,RM06B,facebook,"1.3.5",161,albcp,15,16,0.1549000000,15
2026-06-01,id,RM06B,facebook,"1.3.5",161,bkcp,32,36,0.1992500000,16
2026-06-01,id,RM06B,facebook,"1.3.5",161,cl_open,64,99,1.9404500000,112
2026-06-01,id,RM06B,facebook,"1.3.5",161,ho_open,82,239,2.4165500000,135
2026-06-01,id,RM06B,facebook,"1.3.5",161,ngdcp,52,52,1.1962000000,59
2026-06-01,id,RM06B,facebook,"1.3.5",161,searcp,49,61,0.8603500000,45
2026-06-01,id,RM06B,facebook,"1.3.5",161,splcp,56,90,0.6265000000,58
2026-06-01,id,RM06B,facebook,"1.3.5",161,xzcp,28,161,0.5854500000,65
2026-06-01,id,RM06B,unknown,"1.3.5",192,ALL,116,396,1.5379000000,134
2026-06-01,id,RM06B,unknown,"1.3.5",192,bkcp,19,20,0.0310000000,4
2026-06-01,id,RM06B,unknown,"1.3.5",192,cl_open,96,124,0.9071000000,39
2026-06-01,id,RM06B,unknown,"1.3.5",192,ho_open,33,80,0.2844000000,28
2026-06-01,id,RM06B,unknown,"1.3.5",192,ngdcp,17,18,0.0331000000,10
2026-06-01,id,RM06B,unknown,"1.3.5",192,searcp,16,19,0.0312500000,11
2026-06-01,id,RM06B,unknown,"1.3.5",192,splcp,22,37,0.0744500000,7
2026-06-01,id,RM06B,unknown,"1.3.5",192,xzcp,13,74,0.1262000000,17
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,ALL,671,4905,28.8655000000,2801
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,albcp,105,113,0.9297500000,69
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,bkcp,194,236,0.7237000000,121
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,cl_open,401,496,7.1211000000,392
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,cscp,77,98,0.4589000000,51
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,ho_open,409,1183,6.9142500000,754
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,ngdcp,307,321,3.3295000000,256
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,offlcp,46,48,0.1323500000,18
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,searcp,261,339,1.6139500000,190
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,secp,18,18,0.2673500000,10
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,skpcp,65,115,0.4726500000,59
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,splcp,342,600,2.7289000000,340
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,stccp,15,18,0.0872500000,10
2026-06-01,id,RM06B,Google Ads ACI,"1.3.6",815,xzcp,247,1303,4.0234000000,523
2026-06-01,id,RM06B,facebook,"1.3.6",133,ALL,104,543,13.3604000000,376
2026-06-01,id,RM06B,facebook,"1.3.6",133,albcp,28,30,0.4972500000,22
2026-06-01,id,RM06B,facebook,"1.3.6",133,bkcp,31,32,0.5089500000,12
2026-06-01,id,RM06B,facebook,"1.3.6",133,cl_open,59,69,1.9805500000,62
2026-06-01,id,RM06B,facebook,"1.3.6",133,ho_open,65,184,3.3364500000,121
2026-06-01,id,RM06B,facebook,"1.3.6",133,ngdcp,41,41,1.1926000000,44
2026-06-01,id,RM06B,facebook,"1.3.6",133,searcp,32,38,1.0633000000,26
2026-06-01,id,RM06B,facebook,"1.3.6",133,splcp,45,55,1.0782000000,28
2026-06-01,id,RM06B,facebook,"1.3.6",133,xzcp,18,70,3.5736500000,35
2026-06-01,id,RM06B,unknown,"1.3.6",159,ALL,112,470,1.3064500000,156
2026-06-01,id,RM06B,unknown,"1.3.6",159,bkcp,16,25,0.0290500000,10
2026-06-01,id,RM06B,unknown,"1.3.6",159,cl_open,86,91,0.6761000000,26
2026-06-01,id,RM06B,unknown,"1.3.6",159,ho_open,45,121,0.2468500000,46
2026-06-01,id,RM06B,unknown,"1.3.6",159,ngdcp,21,27,0.0781000000,15
2026-06-01,id,RM06B,unknown,"1.3.6",159,searcp,18,22,0.0363000000,7
2026-06-01,id,RM06B,unknown,"1.3.6",159,splcp,27,42,0.0882000000,21
2026-06-01,id,RM06B,unknown,"1.3.6",159,xzcp,13,98,0.1031500000,17
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,ALL,70,753,2.9898654296,317
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,ccopen,49,61,0.7604637141,38
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,hhopen,38,94,0.3397707991,49
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,insabb,10,13,0.0429352566,3
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,insback,27,34,0.1598854781,8
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,inscon,29,65,0.2039912196,20
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,insdown,40,335,0.7814379806,131
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,inshg,11,11,0.0217669694,6
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,insnewgd,36,37,0.1934917235,17
2026-06-01,id,RM08,Google Ads ACI,"1.2.4",85,inssec,46,71,0.4227250113,38
2026-06-01,id,RM08,facebook,"1.2.4",110,ALL,95,827,7.2738457919,375
2026-06-01,id,RM08,facebook,"1.2.4",110,ccopen,57,72,1.9065077337,77
2026-06-01,id,RM08,facebook,"1.2.4",110,hhopen,63,161,2.0914269964,87
2026-06-01,id,RM08,facebook,"1.2.4",110,insabb,23,24,0.4227296117,14
2026-06-01,id,RM08,facebook,"1.2.4",110,insback,20,22,0.1135106954,7
2026-06-01,id,RM08,facebook,"1.2.4",110,inscon,27,86,0.3642563544,23
2026-06-01,id,RM08,facebook,"1.2.4",110,insdown,38,343,0.8932413344,107
2026-06-01,id,RM08,facebook,"1.2.4",110,insnewgd,42,43,0.6566043906,30
2026-06-01,id,RM08,facebook,"1.2.4",110,insplayn,22,34,0.3430367411,15
2026-06-01,id,RM08,facebook,"1.2.4",110,inssec,22,30,0.4530158014,10
2026-06-01,ke,RM06B,facebook,"1.3.5",114,ALL,91,755,8.0717000000,335
2026-06-01,ke,RM06B,facebook,"1.3.5",114,albcp,26,32,0.3693500000,21
2026-06-01,ke,RM06B,facebook,"1.3.5",114,bkcp,27,31,0.2521000000,5
2026-06-01,ke,RM06B,facebook,"1.3.5",114,cl_open,53,54,1.9649000000,46
2026-06-01,ke,RM06B,facebook,"1.3.5",114,ho_open,59,161,1.7966000000,65
2026-06-01,ke,RM06B,facebook,"1.3.5",114,ngdcp,33,34,0.7559500000,21
2026-06-01,ke,RM06B,facebook,"1.3.5",114,searcp,26,43,0.2095000000,19
2026-06-01,ke,RM06B,facebook,"1.3.5",114,skpcp,11,35,0.2397500000,7
2026-06-01,ke,RM06B,facebook,"1.3.5",114,splcp,53,98,1.0899000000,32
2026-06-01,ke,RM06B,facebook,"1.3.5",114,xzcp,39,246,1.3012000000,110
2026-06-01,ke,RM06B,facebook,"1.3.6",112,ALL,93,763,6.7939000000,329
2026-06-01,ke,RM06B,facebook,"1.3.6",112,albcp,23,24,0.2807000000,14
2026-06-01,ke,RM06B,facebook,"1.3.6",112,bkcp,26,29,0.0840000000,6
2026-06-01,ke,RM06B,facebook,"1.3.6",112,cl_open,60,64,2.7484000000,50
2026-06-01,ke,RM06B,facebook,"1.3.6",112,ho_open,55,151,0.9764000000,75
2026-06-01,ke,RM06B,facebook,"1.3.6",112,ngdcp,37,41,0.6233500000,28
2026-06-01,ke,RM06B,facebook,"1.3.6",112,offlcp,10,11,0.1469000000,8
2026-06-01,ke,RM06B,facebook,"1.3.6",112,searcp,29,49,0.3663000000,16
2026-06-01,ke,RM06B,facebook,"1.3.6",112,skpcp,12,34,0.0674000000,15
2026-06-01,ke,RM06B,facebook,"1.3.6",112,splcp,48,126,0.8206500000,51
2026-06-01,ke,RM06B,facebook,"1.3.6",112,xzcp,41,217,0.6171500000,61
2026-06-01,ke,RM08,Google Ads ACI,"1.2.4",62,ALL,51,464,2.4449705804,157
2026-06-01,ke,RM08,Google Ads ACI,"1.2.4",62,ccopen,29,33,0.6325354093,21
2026-06-01,ke,RM08,Google Ads ACI,"1.2.4",62,hhopen,27,57,0.2531867230,21
2026-06-01,ke,RM08,Google Ads ACI,"1.2.4",62,insback,17,19,0.1026879368,5
2026-06-01,ke,RM08,Google Ads ACI,"1.2.4",62,inscon,20,57,0.0956826747,7
2026-06-01,ke,RM08,Google Ads ACI,"1.2.4",62,insdown,34,128,0.6404382477,37
2026-06-01,ke,RM08,Google Ads ACI,"1.2.4",62,insnewgd,21,22,0.2476004632,7
2026-06-01,ke,RM08,Google Ads ACI,"1.2.4",62,inssec,25,33,0.1596456788,18
2026-06-01,mx,RM06B,facebook,"1.3.4",58,ALL,37,195,5.8285500000,73
2026-06-01,mx,RM06B,facebook,"1.3.4",58,cl_open,24,25,1.7658500000,16
2026-06-01,mx,RM06B,facebook,"1.3.4",58,ho_open,19,38,1.8181000000,17
2026-06-01,mx,RM06B,facebook,"1.3.4",58,ngdcp,15,15,0.5294500000,8
2026-06-01,mx,RM06B,facebook,"1.3.4",58,splcp,20,25,0.5212500000,13
2026-06-01,mx,RM06B,facebook,"1.3.4",58,xzcp,10,49,0.4282500000,11
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,ALL,209,2682,26.5182500000,1036
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,albcp,33,41,0.3531500000,11
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,bkcp,82,123,0.9940000000,43
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,cl_open,134,166,5.6779000000,84
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,cscp,22,38,0.1144500000,6
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,ho_open,139,482,6.6396000000,225
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,ngdcp,98,102,1.5162000000,39
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,offlcp,27,31,0.1363500000,4
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,searcp,105,171,1.8705500000,66
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,skpcp,43,201,1.2847000000,62
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,splcp,121,311,2.5614000000,123
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.5",330,xzcp,95,993,5.2780000000,363
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,ALL,1622,11227,314.5905500000,5310
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,albcp,213,248,7.3474000000,95
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,bkcp,346,417,5.5568500000,139
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,cl_open,1107,1298,94.7892000000,1058
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,cscp,79,106,1.8082500000,49
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,ho_open,1032,2958,95.5541000000,1366
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,jclcp,12,14,0.1482000000,7
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,lkcp,18,18,0.1618000000,12
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,ngdcp,728,741,28.9751500000,446
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,offlcp,95,110,1.3073000000,33
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,rkgcp,26,26,1.1016000000,19
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,searcp,405,568,10.5627500000,278
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,secp,37,38,1.3610000000,16
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,skpcp,211,707,7.0435500000,289
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,splcp,798,1334,31.1536000000,524
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,stccp,30,33,0.8181500000,22
2026-06-01,mx,RM06B,facebook,"1.3.5",1908,xzcp,462,2611,26.9016500000,957
2026-06-01,mx,RM06B,unknown,"1.3.5",256,ALL,221,331,14.4154000000,48
2026-06-01,mx,RM06B,unknown,"1.3.5",256,cl_open,197,200,12.7427000000,11
2026-06-01,mx,RM06B,unknown,"1.3.5",256,ho_open,27,50,0.8712500000,16
2026-06-01,mx,RM06B,unknown,"1.3.5",256,ngdcp,11,11,0.2432500000,3
2026-06-01,mx,RM06B,unknown,"1.3.5",256,searcp,12,14,0.0736000000,2
2026-06-01,mx,RM06B,unknown,"1.3.5",256,splcp,14,23,0.1836500000,3
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,ALL,226,3101,30.4565500000,1214
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,albcp,27,40,0.6021500000,22
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,bkcp,73,114,0.7090500000,57
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,cl_open,150,201,6.4180500000,80
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,cscp,27,49,0.1662000000,5
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,ho_open,140,489,7.1880000000,203
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,ngdcp,124,133,2.5069500000,54
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,offlcp,39,43,0.1541000000,13
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,searcp,120,216,2.3205000000,86
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,skpcp,29,251,1.0683500000,110
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,splcp,142,367,3.3953000000,147
2026-06-01,mx,RM06B,Google Ads ACI,"1.3.6",326,xzcp,106,1177,5.6905500000,433
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,ALL,1625,10998,307.6933000000,5015
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,albcp,220,261,7.2626000000,129
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,bkcp,334,399,6.0795500000,124
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,cl_open,1115,1330,93.3189000000,1045
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,cscp,79,108,1.8528500000,38
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,ho_open,1001,2895,96.3645500000,1221
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,lkcp,10,10,0.0504500000,2
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,ngdcp,744,768,31.1699500000,475
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,offlcp,93,105,1.1409000000,34
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,rkgcp,20,20,0.7385000000,10
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,searcp,408,578,11.1932500000,224
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,secp,36,39,1.1238000000,17
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,skpcp,193,819,7.1858000000,340
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,splcp,743,1244,26.5631500000,412
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,stccp,25,25,0.8049500000,12
2026-06-01,mx,RM06B,facebook,"1.3.6",1980,xzcp,426,2385,22.6694000000,928
2026-06-01,mx,RM06B,unknown,"1.3.6",299,ALL,255,493,20.0824500000,149
2026-06-01,mx,RM06B,unknown,"1.3.6",299,cl_open,231,234,16.6315000000,15
2026-06-01,mx,RM06B,unknown,"1.3.6",299,ho_open,26,67,1.5042500000,44
2026-06-01,mx,RM06B,unknown,"1.3.6",299,ngdcp,16,16,0.5428000000,2
2026-06-01,mx,RM06B,unknown,"1.3.6",299,splcp,15,29,0.5025500000,13
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,ALL,66,822,5.5586198367,196
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,ccopen,49,57,1.1110478437,21
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,hhopen,33,92,0.8778619447,24
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,insabb,12,13,0.3315033417,1
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,insback,28,33,0.2065001291,8
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,inscon,26,72,0.3529206551,25
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,insdown,37,390,1.1962575063,61
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,inshg,10,14,0.0288465008,6
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,insnewgd,44,46,0.7435141014,26
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,insplayn,12,21,0.1485558354,3
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,inssec,39,67,0.4142001268,18
2026-06-01,mx,RM08,Google Ads ACI,"1.2.4",78,inssp,12,14,0.0402228631,2
2026-06-01,mx,RM08,facebook,"1.2.4",730,ALL,603,3014,116.5624705426,1482
2026-06-01,mx,RM08,facebook,"1.2.4",730,ccopen,420,483,35.2609506911,355
2026-06-01,mx,RM08,facebook,"1.2.4",730,hhopen,332,754,31.3218208963,348
2026-06-01,mx,RM08,facebook,"1.2.4",730,insabb,100,104,5.1724300152,56
2026-06-01,mx,RM08,facebook,"1.2.4",730,insatt,11,11,0.6256994863,4
2026-06-01,mx,RM08,facebook,"1.2.4",730,insback,112,118,3.1085814082,40
2026-06-01,mx,RM08,facebook,"1.2.4",730,inscon,97,203,4.3533411488,55
2026-06-01,mx,RM08,facebook,"1.2.4",730,insdown,144,627,10.7975865497,290
2026-06-01,mx,RM08,facebook,"1.2.4",730,inshg,13,13,0.2220383215,6
2026-06-01,mx,RM08,facebook,"1.2.4",730,insnewgd,244,250,12.9772626275,135
2026-06-01,mx,RM08,facebook,"1.2.4",730,inspa,15,15,0.6101683648,5
2026-06-01,mx,RM08,facebook,"1.2.4",730,insplayn,110,259,7.0909476338,113
2026-06-01,mx,RM08,facebook,"1.2.4",730,insrrr,14,14,0.8067855812,10
2026-06-01,mx,RM08,facebook,"1.2.4",730,inssec,100,120,3.4852993334,55
2026-06-01,mx,RM08,facebook,"1.2.4",730,inssp,32,38,0.6942083336,8
2026-06-01,mx,RM08,unknown,"1.2.4",152,ALL,137,505,10.7438277070,149
2026-06-01,mx,RM08,unknown,"1.2.4",152,ccopen,127,141,8.5309989249,11
2026-06-01,mx,RM08,unknown,"1.2.4",152,hhopen,29,56,1.0946351488,20
2026-06-01,my,RM08,facebook,"1.2.4",77,ALL,66,407,14.9670875056,267
2026-06-01,my,RM08,facebook,"1.2.4",77,ccopen,44,51,3.6811727118,66
2026-06-01,my,RM08,facebook,"1.2.4",77,hhopen,42,121,5.4596562307,68
2026-06-01,my,RM08,facebook,"1.2.4",77,insabb,10,11,0.2235988811,5
2026-06-01,my,RM08,facebook,"1.2.4",77,insback,20,21,0.5649093300,2
2026-06-01,my,RM08,facebook,"1.2.4",77,inscon,13,41,0.4697161783,19
2026-06-01,my,RM08,facebook,"1.2.4",77,insdown,19,81,1.6435353890,66
2026-06-01,my,RM08,facebook,"1.2.4",77,insnewgd,24,24,1.2947665429,19
2026-06-01,my,RM08,facebook,"1.2.4",77,insplayn,11,18,0.3907099506,7
2026-06-01,my,RM08,facebook,"1.2.4",77,inssec,17,21,0.6763650997,8
